,text_name,start,end,entity_name,rho,link_prob,lon,lat
0,Arminiya,226,234,Arminiya,0.5389662981033325,1,,
1,Euphrates,612,621,Euphrates,0.6653132438659668,0.7019608020782471,47.44194444,31.005
2,Euphrates River,612,627,Euphrates,0.6477544903755188,0.5202558636665344,47.44194444,31.005
3,Damascus,686,694,Damascus,0.41637128591537476,0.73133385181427,36.29194444,33.51305556
4,Rusafa,715,721,"Al-Rusafa, Iraq",0.2211589217185974,0.34090909361839294,44.415236,33.331604
5,Damascus,1478,1486,"Damascus, Maryland",0.365666925907135,0.73133385181427,-77.20611111,39.27111111
6,iron gates,1537,1547,Iron Gates,0.17465107142925262,0.2007233202457428,22.52972222,44.67111111
7,Lord's,1961,1967,Lord's Cricket Ground,0.1293920874595642,0.2587841749191284,-0.1727,51.5294
8,Damascus,2118,2126,Damascus,0.48443782329559326,0.73133385181427,36.29194444,33.51305556
9,Gilead,2203,2209,Gilead,0.15168538689613342,0.30337077379226685,,
10,Damascus,2364,2372,Damascus,0.4727623462677002,0.73133385181427,36.29194444,33.51305556
11,Harran,2470,2476,Harran,0.46878767013549805,0.8724138140678406,39.03388889,36.8775
12,Syria,2495,2500,Syria,0.4951750338077545,0.7532447576522827,38,35
13,Lord's,2726,2732,Lord's Cricket Ground,0.1293920874595642,0.2587841749191284,-0.1727,51.5294
