text_name;Tara;Marcella;NLTK;Spacy;Flair;start;end;entity_name;rho;link_prob;lon;lat
shah of Iran;FALSE;FALSE;;;;56;68;Iran;0.5493197441101074;0.5986394286155701;53.0;32.0
Iran;FALSE;TRUE;TRUE;TRUE;MISSED;64;68;Iran;0.6558403372764587;0.9366254210472108;53.0;32.0
shah of Iran;FALSE;FALSE;;;;128;140;Iran;0.6143625378608704;0.5986394286155701;53.0;32.0
Iran;FALSE;TRUE;TRUE;TRUE;TRUE;136;140;Iran;0.678341269493103;0.9366254210472108;53.0;32.0
Yazdgird;;;FALSE;;;;;;;;;
Xosrov;FALSE;FALSE;;;;207;213;Xosrov;0.5;1.0;47.57944444;40.62555556
Iranian (troops);;;FALSE;;;;;;;;;
Iranians;;;FALSE;;;;;;;;;
Ishmaelites;;;;FALSE;;;;;;;;
 land of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Iranian (side);MISSED;MISSED;TRUE;MISSED;MISSED;;;;;;;
Mark’;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Goght;FALSE;FALSE;;;;742;747;Goght;0.5083386301994324;1.0;44.77944444;40.13944444
Goght'n;TRUE;TRUE;MISSED;MISSED;TRUE;742;749;Goghtn;0.375351624;0.75;;
dastakert;FALSE;FALSE;;;;767;776;Dastakert;0.5;1.0;46.03666667;39.36833333
Naxjawan;MISSED;MISSED;TRUE;TRUE;TRUE;;;;;;;
Arax;TRUE;TRUE;TRUE;MISSED;TRUE;899;903;Aras (river);0.1767989546060562;0.24210526049137115;48.4535;40.0184
Jugha;TRUE;TRUE;TRUE;TRUE;TRUE;933;938;Julfa, Azerbaijan (city);0.2262078821659088;0.3684210479259491;45.63083333;38.95583333
Artaz;TRUE;TRUE;TRUE;TRUE;TRUE;1086;1091;Mardistan;0.300669938325882;0.4615384638309479;;
Kogovit;MISSED; MISSED;TRUE;TRUE;TRUE;;;;;;;
Bazudzor;MISSED;MISSED;TRUE;TRUE;TRUE;;;;;;;
Marduts'ayk;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
R'shtunik;;;;;FALSE;;;;;;;
Land of the Armenians;MISSED;MISSED;MISSED;MISSED;;;;;;;;
Ishmaelites;;;;FALSE;;;;;;;;
Eghbark’;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Garhni;MISSED;MISSED;TRUE;TRUE;TRUE;;;;;;;
Byzantine;FALSE;FALSE;;;;1104;1113;Byzantine Empire;0.3929523527622223;0.3722924292087555;;
Byzantine;FALSE;FALSE;;;;2262;2271;Byzantine Empire;0.2925958037376404;0.3722924292087555;;
Ishmaelites;;;;FALSE;;;;;;;;
Ishmaelites;;;;FALSE;;;;;;;;
Byzantines;FALSE;FALSE;;;;2417;2427;Byzantine Empire;0.23200476169586184;0.3051455914974213;;
Land of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
