text_name;Tara;Marcella;NLTK;Spacy;Flair;start;end;entity_name;rho;link_prob;lon;lat
Ishmaelites;;;FALSE;FALSE;;;;;;;;
Mamikonean;;;;;FALSE;;;;;;;
Dwin;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Kumayri;TRUE;TRUE;TRUE;MISSED;TRUE;978;985;Gyumri;0.5635903477668762;0.75;43.8475;40.78944444
Shirak;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Mamikonean;;;FALSE;;FALSE;;;;;;;
Land of the Iberians;TRUE;TRUE;MISSED;MISSED;TRUE;1143;1151;Kingdom of Iberia;0.485570102930069;0.6303724646568298;;
Dwin;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
al-Tai;FALSE;FALSE;;;;1297;1303;Altai Mountains;0.18497903645038605;0.20867209136486053;89.0;49.0
Samts'xe;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Land of Iberia;FALSE;TRUE;MISSED;TRUE;TRUE;1498;1504;Iberian Peninsula;0.4468461275100708;0.5423365235328674;-4.0;40.5
Georgia;TRUE;TRUE;MISSED;TRUE;TRUE;1505;1512;Georgia (country);0.2696587741374969;0.3830689191818237;43.5;42.0
Land of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Armenian (Rebels);;;FALSE;;;;;;;;;
Land of the Egerians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Iberians;FALSE;FALSE;;;;1814;1822;Kingdom of Iberia;0.42877548933029175;0.6303724646568298;;
Land of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Ishamel;;;FALSE;;;;;;;;;
Mamikonean;;;;;FALSE;;;;;;;
Ishmaelites;;;FALSE;FALSE;;;;;;;;
Artagers fortress;MISSED;MISSED;TRUE;MISSED;TRUE;;;;;;;
Bagrewand;MISSED;MISSED;TRUE;TRUE;TRUE;;;;;;;
Ishamel;;;FALSE;;;;;;;;;
Karin;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
Xars;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
Vineyards;;;;FALSE;;;;;;;;
Dwin;MISSED;MISSED;TRUE;MISSED;TRUE;;;;;;;
Dwin;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Armenian;FALSE;FALSE;;;;2266;2274;Armenia;0.20109103620052335;0.379287987947464;45.0;40.0
royal highway;FALSE;FALSE;;;;3994;4007;Royal Road;0.13760828971862793;0.23076923191547394;;
Bagawan;MISSED;MISSED;TRUE;TRUE;TRUE;;;;;;;
Bagrewand;MISSED;MISSED;TRUE;TRUE;TRUE;;;;;;;
Mushegh;;;;FALSE;FALSE;;;;;;;
Lord's;FALSE;FALSE;;;;4163;4169;Lord's Cricket Ground;0.18420617282390594;0.2587841749191284;-0.1727;51.5294
Aruch;MISSED;MISSED;TRUE;MISSED;TRUE;;;;;;;
Dwin;MISSED;MISSED;TRUE;MISSED;TRUE;;;;;;;
Great;;;FALSE;;;;;;;;;
Saracens;;;;;FALSE;;;;;;;
Armenian (lords);;;FALSE;;;;;;;;;
Ishmaelites;;;;FALSE;;;;;;;;
House of T'orgom;;;;;FALSE;;;;;;;
Ishmael;;;FALSE;FALSE;;;;;;;;
T'e'odupolis;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
Karin;MISSED;MISSED;MISSED;TRUE;MISSED;;;;;;;
allied;FALSE;FALSE;;;;6243;6249;Allies of World War II;0.12654978036880493;0.08155113458633423;;
Erzerum;TRUE;TRUE;MISSED;MISSED;MISSED;6360;6367;Erzurum;0.545923113822937;0.7;41.27694444;39.90861111
Bagratuni;FALSE;FALSE;;;FALSE;6633;6642;Bagratid Armenia;0.26314228773117065;0.3475609719753265;;
Prince;;;FALSE;;;;;;;;;
Byzantine (emperor);FALSE;FALSE;;;;7217;7226;Byzantine Empire;0.36731594800949097;0.3722924292087555;;
Byzantine (emperor);FALSE;FALSE;;;;7407;7416;Byzantine Empire;0.41857367753982544;0.3722924292087555;;
Land of the Armenians;MISSED;MISSED;MISSED;MISSED;;;;;;;;
Leo;;;FALSE;;;;;;;;;
wild beast;FALSE;FALSE;;;;7802;7812;Wild Beast (roller coaster);0.25601780414581304;0.09389671683311462;-79.54315833;43.84415
beast;FALSE;FALSE;;;;7807;7812;The Beast (roller coaster);0.18800392746925354;0.0972486138343811;-84.266;39.3402
Byzantine (emperor);FALSE;FALSE;;;;8467;8476;Byzantine Empire;0.4391317367553711;0.3722924292087555;;
Artsrunik' House;;;;;FALSE;;;;;;;
Hamazasp;;;;;FALSE;;;;;;;
Vaspurakan;TRUE;TRUE;TRUE;MISSED;TRUE;9196;9206;Kingdom of Vaspurakan;0.5789468288421631;0.931034505367279;44.0;38.8
Vasak;;;;;FALSE;;;;;;;
Ashot’s;;;;;FALSE;;;;;;;
Amatunik;;;;;FALSE;;;;;;;
Trunik' Houses;;;;;FALSE;;;;;;;
Dariwnk;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Maku;TRUE;TRUE;TRUE;MISSED;TRUE;9379;9383;Maku, Iran;0.12058823555707933;0.24117647111415866;44.51666667;39.29527778
Valleys of Arageght;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Dwin;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Ptghunk;TRUE;TRUE;MISSED;TRUE;TRUE;9678;9685;Ptghunk;0.5;1.0;44.36361111;40.16444444
T'alin;TRUE;TRUE;MISSED;TRUE;TRUE;9691;9697;Talin (Verin Talin);0.5;1.0;;
Koghb;TRUE;TRUE;TRUE;MISSED;TRUE;9706;9711;Koghb, Armenia;0.3756478456;0.752236874;44.97277778;41.18305556
Country of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Khurasan;FALSE;FALSE;;;FALSE;9970;9978;Greater Khorasan;0.5929173231124878;0.9498806595802308;;
Baghdad;TRUE;TRUE;TRUE;TRUE;TRUE;10236;10243;Baghdad;0.4715310335159302;0.7464324831962585;44.38333333;33.33333333
Xlat;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
Land of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Syrian areas;MISSED;MISSED;TRUE;MISSED;;;;;;;;
Armenian (forces);FALSE;FALSE;FALSE;;;10491;10499;Armenia;0.3329819440841675;0.379287987947464;45.0;40.0
Armenian (lords);;;FALSE;;;10491;10499;Armenia;0.3329819440841675;0.379287987947464;45.0;40.0
Ishmaelites;;;FALSE;FALSE;;;;;;;;
Artsrunik’;;;;;FALSE;;;;;;;
Land of Vaspurakan;TRUE;TRUE;MISSED;MISSED;MISSED;11384;11394;Vaspurakan;0.4655172526836395;0.931034505367279;44.0;38.8
Amatunik;;;;;FALSE;;;;;;;
Smbat;;;FALSE;;;;;;;;;
Bagratunik;;;;;FALSE;;;;;;;
Arche’sh;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Berkri;TRUE;TRUE;TRUE;TRUE;TRUE;11760;11766;Muradiye;0.5;1.0;43.76805556;38.99472222
Ar'beran;MISSED;TRUE;TRUE;TRUE;TRUE;;;;;;;
Ishmael;;;;FALSE;;;;;;;;
Arche'sh;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
Xlat;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
Armenian (lords);FALSE;FALSE;FALSE;;;12418;12426;Armenia;0.21784260869026184;0.379287987947464;45.0;40.0
Xlat;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
Arche'sh;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
Armenian (brigade);FALSE;FALSE;FALSE;;;12687;12695;Armenia;0.2368202805519104;0.379287987947464;45.0;40.0
Armenian (troops);;;FALSE;;;;;;;;;
Urts’;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Armenian (troops);FALSE;FALSE;FALSE;;;13422;13430;Armenia;0.2542740702629089;0.379287987947464;45.0;40.0
Tay;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
