text_name;Tara;Marcella;NLTK;Spacy;Flair;start;end;entity_name;rho;link_prob;lon;lat
Land of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Area of the Iranians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Medes;FALSE;TRUE;MISSED;MISSED;MISSED;1029;1034;Medes;0.73755943775177;0.954451322555542;;
Khurasan;TRUE;TRUE;TRUE;MISSED;TRUE;1057;1065;Greater Khorasan;0.6407812833786011;0.9498806595802308;;
Egypt;FALSE;TRUE;TRUE;TRUE;TRUE;1077;1082;Ancient Egypt;0.5259044170379639;0.6356791257858276;;
Pentapolis;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
Africa;FALSE;TRUE;TRUE;TRUE;TRUE;1120;1126;Africa;0.1819860190153122;0.13900263607501984;;
Yazid;;;FALSE;;;;;;;;;
Usaid;;;FALSE;;;;;;;;;
Arminiya;TRUE;TRUE;MISSED;MISSED;TRUE;1450;1458;Arminiya;0.6790701746940613;1.0;;
Land of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Armenian (lords);FALSE;FALSE;FALSE;;;2006;2014;Armenia;0.2604084014892578;0.379287987947464;45.0;40.0
Bagarat;;;FALSE;FALSE;;;;;;;;
Armenian (troops);;;FALSE;;;;;;;;;
Copronymous;;;FALSE;;;;;;;;;
Byzantine;FALSE;FALSE;;;;21;30;Byzantine Empire;0.4546694755554199;0.3722924292087555;;
Copronymous;;;FALSE;;;;;;;;;
Karin;MISSED;MISSED;TRUE;TRUE;MISSED;;;;;;;
Te'odupolis;MISSED;MISSED;MISSED;MISSED;TRUE;;;;;;;
Erzerum;FALSE;TRUE;MISSED;MISSED;MISSED;161;168;Erzurum Province;0.3125;0.7;41.56694444;40.06305556
Leo;;;FALSE;;;;;;;;;
Lord's;FALSE;FALSE;;;FALSE;429;435;Lord's Cricket Ground;0.1293920874595642;0.2587841749191284;-0.1727;51.5294
Byzantine (territory);TRUE;TRUE;TRUE;MISSED;MISSED;495;504;Byzantine Empire;0.3307930827140808;0.3722924292087555;;
Saracen,;;;;FALSE;;;;;;;;
Ishmaelites;;;FALSE;FALSE;;;;;;;;
Karin;MISSED;MISSED;MISSED;TRUE;TRUE;;;;;;;
Ishmael;;;FALSE;FALSE;;;;;;;;
Lord's;FALSE;FALSE;;;;837;843;Lord's Cricket Ground;0.1293920874595642;0.2587841749191284;-0.1727;51.5294
Land of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Belial;;;FALSE;;;;;;;;;
Allied;FALSE;FALSE;;;;246;252;Allies of World War II;0.11653333157300948;0.08155113458633423;;
Iranian areas;MISSED;MISSED;TRUE;MISSED;;;;;;;;
Vaspurakan area;TRUE;TRUE;MISSED;MISSED;TRUE;362;372;Vaspurakan;0.5118239521980286;0.931034505367279;44.0;38.8
Artsruni House;;;;;FALSE;;;;;;;
Hamazasp;;;FALSE;;;;;;;;;
