text_name;Tara;Marcella;NLTK;Spacy;Flair;start;end;entity_name;rho;link_prob;lon;lat
Ishmaelites;;;FALSE;FALSE;;;;;;;;
al-Malik;FALSE;FALSE;;;;61;69;Almaliq, Xinjiang;0.2916666567325592;0.5833333134651184;80.53305556;44.24
Land of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
kat'oghikos;;;;FALSE;;;;;;;;
Dzorap;FALSE;FALSE;;;;559;565;Aghtsk;0.5;1.0;44.25361111;40.31638889
Harran;TRUE;TRUE;TRUE;TRUE;TRUE;1037;1043;Harran;0.4362069070339203;0.8724138140678406;39.03388889;36.8775
Harran;TRUE;TRUE;MISSED;MISSED;MISSED;1132;1138;Harran;0.5778730511665344;0.8724138140678406;39.03388889;36.8775
Armenia;TRUE;TRUE;TRUE;TRUE;TRUE;1311;1318;Armenia;0.4827766418457031;0.9456886649131776;45.0;40.0
Him;;;FALSE;;;;;;;;;
Ishmael;;;;FALSE;;;;;;;;
Harran;TRUE;TRUE;MISSED;TRUE;TRUE;2544;2550;Harran;0.5045082569122314;0.8724138140678406;39.03388889;36.8775
Armenian;;;FALSE;;;;;;;;;
Armenia;TRUE;TRUE;TRUE;TRUE;TRUE;3598;3605;Armenia;0.4871303141117096;0.9456886649131776;45.0;40.0
Ishmaelites;;;;FALSE;;;;;;;;
Caliph;;;FALSE;;;;;;;;;
al-Malik;FALSE;FALSE;;;;4112;4120;Almaliq, Xinjiang;0.2916666567325592;0.5833333134651184;80.53305556;44.24
al-Malik;FALSE;FALSE;;;;4453;4461;Almaliq, Xinjiang;0.2916666567325592;0.5833333134651184;80.53305556;44.24
Tachik;;;FALSE;;;;;;;;;
Vardanakert;MISSED;MISSED;TRUE;TRUE;TRUE;;;;;;;
