text_name;Tara;Marcella;NLTK;Spacy;Flair;start;end;entity_name;rho;link_prob;lon;lat
Byzantine (emperor);FALSE;FALSE;;;;266;275;Byzantine Empire;0.3521250486373901;0.3722924292087555;;
Harun;;;FALSE;;;;;;;;;
Aharon;;;FALSE;;;;;;;;;
Byzantium;TRUE;TRUE;TRUE;TRUE;TRUE;396;405;Byzantium;0.35660606622695923;0.369848906993866;28.98472222;41.01527778
Byzantine (territory);TRUE;TRUE;MISSED;MISSED;MISSED;443;452;Byzantine Empire;0.3924928307533264;0.3722924292087555;;
Byzantine army;FALSE;FALSE;FALSE;;;468;482;Byzantine Empire;0.5522561073303223;0.4525939226150513;;
Byzantines;FALSE;FALSE;;;;507;517;Byzantium;0.18629230558872226;0.3051455914974213;28.98472222;41.01527778
Grigor;;;FALSE;;;;;;;;;
Andzewats'ik' House;;;;;FALSE;;;;;;;
Byzantium;TRUE;TRUE;TRUE;MISSED;TRUE;1349;1358;Byzantium;0.4408940076828003;0.369848906993866;28.98472222;41.01527778
Byzantines;FALSE;FALSE;;;;1649;1659;Byzantine Empire;0.29121994972229004;0.3051455914974213;;
Country of the Byzantines;TRUE;TRUE;MISSED;MISSED;MISSED;2031;2041;Byzantine Empire;0.2405657172203064;0.3051455914974213;;
Country of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
principate;FALSE;FALSE;;;;2371;2381;Roman Empire;0.582297682762146;0.7236024737358093;;
Armenia;TRUE;TRUE;TRUE;TRUE;TRUE;2437;2444;Armenia;0.5614365339279175;0.9456886649131776;45.0;40.0
Land of the Armenians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Byzantine (emperor);FALSE;FALSE;;;;2945;2954;Byzantine Empire;0.3941244184970856;0.3722924292087555;;
Caliph;;;FALSE;;;;;;;;;
principate;FALSE;FALSE;;;;3742;3752;Roman Empire;0.5615192055702211;0.7236024737358093;;
Tachat;;;FALSE;;;;;;;;;
Armenia;TRUE;TRUE;TRUE;TRUE;TRUE;3814;3821;Armenia;0.5388505458831787;0.9456886649131776;45.0;40.0
Country of the Aghuanians;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Darband;TRUE;TRUE;TRUE;TRUE;TRUE;3883;3890;Derbent;0.38671875;0.2734375;48.3;42.05
Caspian Gates;TRUE;TRUE;TRUE;FALSE;TRUE;3898;3911;Derbent;1.0;1.0;48.3;42.05
Nerse;FALSE;FALSE;;;;4118;4123;Nerse;0.5;1.0;74.4285;15.5999
Armenian (lords);;;FALSE;;;;;;;;;
Nerse;FALSE;FALSE;;;;4509;4514;Nerse;0.5;1.0;74.4285;15.5999
K'eran;MISSED;MISSED;MISSED;MISSED;MISSED;;;;;;;
Armenian (lords);;;FALSE;;;;;;;;;
Armenia;TRUE;TRUE;TRUE;TRUE;MISSED;4911;4918;Kingdom of Armenia (antiquity);0.5335411429405212;0.9456886649131776;;
