text_name;Tara;Marcella;NLTK;Spacy;Flair;start;end;entity_name;rho;link_prob;lon;lat
Byzantium;TRUE;TRUE;TRUE;MISSED;MISSED;167;176;Byzantine Empire;0.3773663341999054;0.369848906993866;;
Constantinople;TRUE;TRUE;MISSED;MISSED;TRUE;384;398;Constantinople;0.6166293025016785;0.7938305735588074;28.95555556;41.01388889
St. Sophia;MISSED;MISSED;MISSED;MISSED;TRUE;;;Hagia Sophia;0.3198800384998321;0.08805031329393387;28.9799;41.0085
Land of the Byzantines;TRUE;TRUE;MISSED;TRUE;MISSED;760;770;Byzantium;0.3217117190361023;0.3051455914974213;28.98472222;41.01527778
Pontic;TRUE;TRUE;MISSED;MISSED;TRUE;809;815;Black Sea;0.21829906105995175;0.14005602896213531;35.0;44.0
Lord's;FALSE;FALSE;;;;1427;1433;Lord's Cricket Ground;0.1293920874595642;0.2587841749191284;-0.1727;51.5294
Ishmael;;;;FALSE;;;;;;;;
St. Sophia;TRUE;TRUE;MISSED;MISSED;MISSED;2517;2527;Hagia Sophia;0.3198800384998321;0.08805031329393387;28.9799;41.0085
St. Sophia;MISSED;MISSED;MISSED;MISSED;TRUE;;;Hagia Sophia;0.3198800384998321;0.08805031329393387;28.9799;41.0085
Byzantines;FALSE;FALSE;;;;2920;2930;Byzantine Empire;0.1875157356262207;0.3051455914974213;;
temple;FALSE;FALSE;;;;3910;3916;Temple in Jerusalem;0.10184305161237717;0.06355194747447968;35.23547;31.77765
Heaven;;;FALSE;;;;;;;;;
Kings;;;FALSE;;;;;;;;;
Christ;;;FALSE;;;;;;;;;
Red Sea;TRUE;TRUE;FALSE;TRUE;TRUE;5031;5038;Red Sea;0.4013992249965668;0.8027984499931335;38.0;22.0
Egyptian (troops);FALSE;FALSE;FALSE;;;5098;5106;Egypt;0.17713391780853271;0.09955663233995438;30.0;26.0
Christ;;;FALSE;;FALSE;;;;;;;
g108;FALSE;FALSE;;;;5622;5626;China National Highway 108;0.3571428656578064;0.7142857313156128;;
wild beast;FALSE;FALSE;;;;5726;5736;Wild Beast (roller coaster);0.4650872349739074;0.09389671683311462;-79.54315833;43.84415
beast;FALSE;FALSE;;;;5731;5736;The Beast (roller coaster);0.25769373774528503;0.0972486138343811;-84.266;39.3402
Constantinople;TRUE;TRUE;MISSED;MISSED;MISSED;6112;6126;Constantinople;0.559477686882019;0.7938305735588074;28.95555556;41.01388889
God;;;FALSE;;;;;;;;;
Cross;;;FALSE;;FALSE;;;;;;;
g109;FALSE;FALSE;;;;7082;7086;China National Highway 109;0.1428571492433548;0.2857142984867096;;
Thrace;TRUE;TRUE;TRUE;MISSED;TRUE;7759;7765;Thrace;0.4224146008491516;0.7487103939056396;26.0;42.0
Great;;;FALSE;;;;;;;;;
g110;FALSE;FALSE;;;;8596;8600;China National Highway 110;0.3333333432674408;0.6666666865348816;;
Mediterranean;TRUE;TRUE;MISSED;TRUE;MISSED;9811;9824;Mediterranean Sea;0.1935197114944458;0.2491990923881531;18.0;35.0
gird;FALSE;FALSE;;;;10226;10230;Gird;0.11627907305955887;0.2325581461191177;78.2;26.2
